CustomerID,Age,Gender,Location,Tenure,Number_of_Orders,Average_Order_Value,Total_Spending,Last_Purchase_Days_Ago,Payment_Method,Discount_Used,Satisfaction_Score,App_Usage_Time,Customer_Support_Calls,Returned_Orders,Churn
CUST038759,18,Female,Chennai,37,89,1288.7,123843.43,91,Debit Card,1,6,2.9,3,10,No
CUST038760,47,Male,Bangalore,16,32,1688.43,61952.73,21,Credit Card,1,2,49.0,1,2,No
CUST038761,36,Male,Delhi,1,1,829.57,753.71,183,Wallet,0,6,1.9,3,0,Yes
CUST038762,56,Male,Ahmedabad,13,38,2134.35,93550.24,35,UPI,1,7,94.5,1,2,Yes
CUST038763,42,Female,Pune,19,29,2208.89,63023.86,75,UPI,1,9,36.4,3,0,No
CUST038764,40,Female,Delhi,6,7,1874.76,10780.63,38,Credit Card,0,10,9.7,0,0,No
CUST038765,42,Female,Pune,14,10,1291.5,12674.52,17,Debit Card,0,9,55.5,2,1,No
CUST038766,26,Female,Delhi,84,105,2088.97,209359.16,74,UPI,0,5,7.4,0,6,No
CUST038767,32,Female,Delhi,7,20,2591.7,54681.1,83,Credit Card,1,7,55.0,4,2,No
CUST038768,39,Male,Kolkata,17,12,1527.46,15852.2,94,Net Banking,1,7,55.7,0,0,No
CUST038769,34,Male,Kolkata,5,12,2954.68,29722.15,21,Credit Card,1,9,26.4,1,1,No
CUST038770,31,Male,Pune,67,192,5705.09,893545.09,111,Credit Card,0,3,36.3,3,25,No
CUST038771,34,Male,Ahmedabad,1,1,3344.41,2883.85,1,Wallet,1,6,126.6,1,0,No
CUST038772,38,Female,Mumbai,41,92,1535.71,119685.42,40,UPI,0,5,2.7,3,18,No
CUST038773,65,Female,Chennai,2,5,3382.76,14241.99,12,Debit Card,0,7,119.4,2,0,No
CUST038774,34,Female,Bangalore,1,1,2370.92,1950.77,41,UPI,0,4,26.0,0,0,No
CUST038775,29,Female,Chennai,38,102,2223.56,192591.01,5,UPI,0,1,48.0,0,9,No
CUST038776,36,Female,Chennai,20,26,1356.11,36340.45,83,Debit Card,0,5,23.7,4,8,Yes
CUST038777,56,Male,Chennai,21,42,1200.58,45108.92,42,Debit Card,0,8,16.2,0,10,No
CUST038778,56,Male,Delhi,9,25,1717.41,46096.67,24,Debit Card,1,8,11.5,4,0,No
CUST038779,61,Female,Mumbai,29,43,2232.72,112500.76,43,Credit Card,1,4,9.0,0,6,No
CUST038780,38,Female,Delhi,14,30,1711.7,44436.91,10,Credit Card,0,7,14.8,1,8,No
CUST038781,45,Female,Hyderabad,37,110,2312.83,244111.38,103,Credit Card,1,6,5.7,1,11,No
CUST038782,25,Female,Bangalore,6,7,4139.81,29604.32,12,UPI,0,8,71.0,2,0,No
CUST038783,33,Male,Chennai,31,48,1542.93,66095.6,2,Debit Card,1,5,15.2,0,6,Yes
CUST038784,24,Male,Ahmedabad,39,21,1114.21,24679.92,50,UPI,1,9,20.0,2,0,No
CUST038785,43,Male,Hyderabad,6,10,2177.39,25348.93,77,UPI,0,8,1.9,1,1,No
CUST038786,38,Male,Kolkata,20,55,2332.66,153465.95,1,UPI,1,8,22.4,2,12,No
CUST038787,40,Female,Bangalore,27,38,3855.16,149494.9,73,UPI,1,2,28.4,1,4,No
CUST038788,27,Male,Chennai,5,5,2668.69,14392.8,7,Credit Card,1,8,6.4,2,0,Yes
CUST038789,48,Female,Delhi,16,40,4508.67,165819.03,14,Net Banking,1,10,18.5,2,0,No
CUST038790,18,Male,Bangalore,73,41,1621.57,78300.76,4,Debit Card,0,5,2.5,4,2,No
CUST038791,34,Male,Delhi,19,43,661.87,32330.52,7,UPI,1,4,2.3,2,4,Yes
CUST038792,36,Female,Chennai,16,36,760.01,22709.19,23,Debit Card,1,10,77.2,2,0,No
CUST038793,18,Female,Chennai,51,76,3052.74,265911.89,11,UPI,1,2,49.2,0,5,Yes
CUST038794,42,Female,Mumbai,84,78,1808.78,123752.02,78,UPI,1,2,25.8,1,5,No
CUST038795,35,Male,Kolkata,61,151,1065.73,170119.95,59,Wallet,1,6,14.9,0,5,No
CUST038796,44,Male,Delhi,11,10,1784.6,20232.07,96,Net Banking,1,10,72.2,0,0,No
CUST038797,61,Female,Bangalore,1,1,2960.39,2435.11,62,Net Banking,0,8,4.1,4,0,Yes
CUST038798,41,Male,Mumbai,28,15,984.44,17224.52,31,Wallet,1,6,23.8,5,0,No
CUST038799,49,Male,Delhi,21,40,1285.05,59483.51,27,UPI,1,1,8.1,1,3,No
CUST038800,54,Male,Bangalore,29,82,3799.03,270513.64,117,UPI,1,9,63.1,0,5,Yes
CUST038801,43,Male,Chennai,15,18,3548.09,72350.2,152,UPI,0,9,2.2,3,1,No
CUST038802,27,Female,Mumbai,7,10,2324.46,23601.04,48,Debit Card,1,7,40.5,1,2,No
CUST038803,18,Female,Mumbai,70,164,2388.08,342811.03,6,Credit Card,1,3,126.2,1,28,Yes
CUST038804,42,Male,Delhi,10,25,1330.88,33728.75,98,UPI,1,7,24.5,1,1,No
CUST038805,33,Male,Mumbai,7,8,704.25,5274.96,64,Debit Card,1,8,4.1,2,1,No
CUST038806,53,Female,Hyderabad,5,5,4255.08,22279.08,10,Credit Card,1,8,53.9,2,0,Yes
CUST038807,32,Male,Kolkata,36,54,3427.34,154299.19,31,Debit Card,1,10,3.3,2,10,No
CUST038808,37,Male,Hyderabad,1,2,1894.2,4374.26,26,Credit Card,0,6,20.4,3,0,No
CUST038809,24,Male,Chennai,19,21,2062.47,42073.79,37,UPI,1,9,46.4,1,1,No
CUST038810,33,Female,Ahmedabad,8,19,989.89,15723.06,63,UPI,1,3,20.0,1,1,Yes
CUST038811,26,Female,Bangalore,12,20,1666.9,33729.49,93,Debit Card,1,4,24.0,1,2,No
CUST038812,27,Female,Mumbai,4,4,689.73,3050.86,3,UPI,1,8,6.3,0,0,No
CUST038813,37,Male,Mumbai,22,36,7037.06,257093.08,109,Credit Card,0,9,3.3,5,0,Yes
CUST038814,30,Male,Kolkata,43,46,3516.54,146815.62,52,Debit Card,1,9,23.0,1,5,No
CUST038815,69,Female,Ahmedabad,23,14,1763.11,26241.43,106,Debit Card,0,5,11.4,1,3,Yes
CUST038816,48,Female,Mumbai,9,17,3812.38,56289.39,29,Net Banking,1,4,22.6,1,3,Yes
CUST038817,51,Female,Kolkata,84,231,918.01,180872.43,61,Wallet,1,7,1.1,2,20,No
CUST038818,36,Female,Mumbai,5,7,1799.01,12432.86,45,Credit Card,1,3,9.7,1,1,No
CUST038819,39,Male,Bangalore,84,94,4425.46,336712.7,85,Debit Card,1,6,10.2,1,18,Yes
CUST038820,32,Male,Pune,4,10,912.0,8682.0,3,Credit Card,0,7,28.0,1,1,No
CUST038821,69,Male,Bangalore,21,40,1423.59,53652.99,26,Debit Card,1,7,21.4,3,1,No
CUST038822,36,Female,Pune,7,8,1697.84,13991.0,38,UPI,0,3,21.0,0,0,No
CUST038823,30,Male,Hyderabad,41,92,7289.49,577321.95,3,Debit Card,1,7,48.3,2,3,No
CUST038824,28,Male,Ahmedabad,74,41,1176.55,46488.47,23,Wallet,1,1,7.5,2,9,Yes
CUST038825,42,Female,Bangalore,38,83,731.54,53422.17,50,UPI,1,6,55.3,1,27,No
CUST038826,55,Male,Chennai,20,36,1496.95,56681.88,42,Credit Card,1,8,45.6,0,7,No
CUST038827,51,Female,Pune,2,1,3722.83,3529.98,45,Wallet,0,8,30.9,1,0,No
CUST038828,28,Male,Ahmedabad,1,2,3873.22,8489.19,32,Credit Card,0,6,0.1,1,0,No
CUST038829,28,Male,Bangalore,20,39,3908.59,162639.09,29,Net Banking,1,3,18.8,1,3,No
CUST038830,52,Female,Ahmedabad,7,7,1019.01,6104.18,38,Credit Card,1,9,107.9,1,0,No
CUST038831,63,Female,Hyderabad,5,10,1649.32,16947.93,179,Credit Card,1,7,88.6,0,1,No
CUST038832,36,Male,Kolkata,50,61,1297.2,63517.83,49,Credit Card,0,4,24.8,1,1,No
CUST038833,52,Male,Delhi,7,18,2155.62,43086.3,31,UPI,1,3,49.6,1,1,No
CUST038834,20,Male,Hyderabad,6,5,1056.52,4852.13,141,UPI,0,5,15.2,0,1,No
CUST038835,27,Female,Bangalore,40,66,1646.21,104556.47,61,Net Banking,1,5,132.5,2,8,Yes
CUST038836,25,Female,Bangalore,31,72,1926.0,111358.67,108,Debit Card,1,8,36.3,0,6,No
CUST038837,42,Male,Mumbai,42,23,2476.49,65895.53,72,Debit Card,0,8,54.9,1,0,No
CUST038838,35,Male,Delhi,66,33,1817.17,50871.11,11,Credit Card,1,10,5.0,2,4,Yes
CUST038839,40,Female,Pune,10,10,1492.78,14260.33,8,Credit Card,1,2,8.0,1,1,No
CUST038840,52,Male,Chennai,31,25,938.58,26304.01,36,UPI,1,7,1.5,0,0,No
CUST038841,30,Female,Delhi,31,30,1614.19,40053.26,42,UPI,0,10,5.9,2,1,No
CUST038842,39,Male,Pune,24,61,4971.97,363300.66,58,Credit Card,1,8,12.4,1,12,Yes
CUST038843,21,Male,Ahmedabad,16,22,1375.58,30281.95,51,Debit Card,0,4,9.6,1,3,Yes
CUST038844,51,Male,Bangalore,1,1,2730.15,3116.2,5,UPI,0,5,6.2,1,0,No
CUST038845,51,Female,Ahmedabad,14,16,1569.93,29288.31,29,Credit Card,1,5,1.4,0,1,No
CUST038846,42,Male,Delhi,20,53,899.14,43022.26,25,Credit Card,0,7,67.9,0,8,No
CUST038847,39,Male,Mumbai,26,74,1573.46,133824.56,38,UPI,1,10,8.4,2,5,No
CUST038848,31,Female,Mumbai,6,12,1662.09,23305.94,30,Net Banking,1,4,10.1,1,1,Yes
CUST038849,21,Female,Hyderabad,8,16,592.18,11325.4,72,Debit Card,1,7,56.8,0,2,Yes
CUST038850,41,Male,Hyderabad,41,120,598.52,72617.31,1,UPI,0,7,38.4,1,14,No
CUST038851,47,Female,Chennai,71,191,2312.97,364413.07,12,Net Banking,1,7,18.1,4,25,Yes
CUST038852,62,Female,Pune,53,58,1771.38,99410.73,44,UPI,0,7,8.5,1,12,Yes
CUST038853,33,Female,Hyderabad,24,33,1272.62,37140.88,53,Wallet,1,10,44.4,0,8,No
CUST038854,41,Female,Pune,37,19,519.6,9585.98,34,Credit Card,1,3,18.3,3,2,No
CUST038855,51,Male,Chennai,48,51,2539.83,128071.76,34,Wallet,1,4,10.0,1,3,Yes
CUST038856,51,Female,Delhi,22,48,1602.15,70495.66,5,Wallet,1,8,4.3,2,1,Yes
CUST038857,30,Female,Mumbai,70,80,3970.25,322090.45,36,Wallet,1,8,15.3,1,11,Yes
CUST038858,34,Female,Ahmedabad,25,72,1667.57,135499.87,27,Net Banking,0,7,23.1,1,1,No
CUST038859,31,Male,Delhi,23,30,2003.06,55359.85,123,Debit Card,0,6,56.4,1,2,Yes
CUST038860,27,Female,Delhi,6,16,1192.92,17365.34,33,Credit Card,1,10,58.7,2,0,No
CUST038861,55,Female,Kolkata,12,27,2580.44,83188.96,89,Net Banking,1,8,26.1,0,3,Yes
CUST038862,38,Female,Kolkata,11,6,552.86,3829.59,31,Debit Card,0,9,10.4,3,0,No
CUST038863,37,Male,Bangalore,1,1,1361.74,1264.79,81,Wallet,0,2,37.0,4,0,No
CUST038864,40,Male,Ahmedabad,14,18,8631.16,184998.48,76,Credit Card,1,6,114.3,5,4,Yes
CUST038865,38,Female,Mumbai,14,33,5361.34,146942.73,1,Debit Card,1,4,9.2,2,10,No
CUST038866,35,Female,Bangalore,26,42,4001.55,194270.78,6,UPI,0,10,9.0,1,4,Yes
CUST038867,28,Male,Mumbai,11,11,1306.12,14897.21,1,Debit Card,1,8,126.2,0,1,Yes
CUST038868,56,Male,Bangalore,26,34,9282.32,319215.12,10,Net Banking,0,10,15.2,3,6,No
CUST038869,31,Male,Ahmedabad,4,10,1667.66,16381.66,84,Credit Card,1,5,20.4,0,0,No
CUST038870,26,Female,Delhi,1,1,7722.21,8155.84,55,UPI,1,4,7.6,2,0,No
CUST038871,37,Female,Bangalore,19,46,4014.57,177234.54,35,Debit Card,0,8,3.6,3,4,No
CUST038872,63,Female,Ahmedabad,7,13,4491.01,66792.33,11,Credit Card,1,6,15.6,3,0,No
CUST038873,28,Female,Delhi,4,2,1708.3,3069.43,119,Net Banking,1,7,41.2,0,0,No
CUST038874,46,Female,Hyderabad,29,35,3252.9,98283.83,1,UPI,0,6,20.8,4,4,No
CUST038875,35,Female,Chennai,71,116,1110.41,108077.91,72,Debit Card,0,10,31.9,2,34,No
CUST038876,40,Female,Pune,27,65,1517.08,100509.53,5,Wallet,1,3,0.7,1,8,Yes
CUST038877,49,Male,Bangalore,43,59,3477.41,203752.02,8,Credit Card,1,3,50.6,0,2,No
CUST038878,18,Female,Chennai,84,95,636.48,59438.07,92,Debit Card,1,10,3.4,0,13,Yes
CUST038879,27,Male,Bangalore,16,14,1427.67,17841.77,114,Debit Card,1,9,23.1,2,4,No
CUST038880,48,Male,Hyderabad,17,22,1309.96,26459.24,40,Debit Card,1,10,62.1,0,1,Yes
CUST038881,39,Female,Hyderabad,7,13,4162.15,48734.97,200,Debit Card,1,9,8.5,1,1,No
CUST038882,40,Female,Pune,22,39,1376.99,62290.36,30,Credit Card,0,1,5.2,2,1,Yes
CUST038883,46,Female,Bangalore,37,20,1335.23,29086.43,22,Debit Card,1,7,53.5,3,2,No
CUST038884,27,Male,Delhi,8,17,2121.23,35222.02,20,Debit Card,1,8,0.3,2,1,No
CUST038885,50,Male,Bangalore,8,14,1699.5,25757.2,28,Net Banking,0,7,93.9,2,2,No
CUST038886,47,Male,Kolkata,27,29,1635.77,51916.26,72,Wallet,1,1,42.6,0,6,Yes
CUST038887,40,Male,Hyderabad,64,81,1908.57,183120.5,11,Net Banking,1,3,15.4,3,21,No
CUST038888,43,Male,Pune,35,53,4597.58,195555.16,1,Credit Card,1,7,70.5,0,4,No
CUST038889,51,Male,Hyderabad,79,202,2424.6,438578.04,89,Net Banking,1,6,118.0,2,13,Yes
CUST038890,30,Male,Pune,16,43,1249.36,52553.97,56,Debit Card,1,7,28.7,1,2,No
CUST038891,45,Male,Chennai,7,11,2364.48,25723.68,80,UPI,0,8,94.0,3,2,Yes
CUST038892,58,Female,Mumbai,21,52,1832.09,85236.8,3,Debit Card,1,8,4.7,3,5,No
CUST038893,45,Female,Chennai,84,177,2634.78,491066.41,43,Debit Card,0,4,39.3,0,14,No
CUST038894,35,Male,Ahmedabad,42,70,1533.18,110571.28,8,Net Banking,0,5,16.9,1,0,No
CUST038895,65,Male,Mumbai,18,44,3592.9,181294.8,71,Credit Card,1,7,0.9,0,19,No
CUST038896,40,Male,Kolkata,71,87,4624.28,442531.34,22,Credit Card,1,8,10.8,1,20,No
CUST038897,54,Male,Bangalore,6,9,3288.89,35172.77,32,Net Banking,0,7,37.5,1,1,No
CUST038898,32,Female,Mumbai,39,20,3876.45,74711.09,21,Net Banking,0,4,43.3,1,0,No
CUST038899,50,Female,Chennai,14,37,2700.52,115588.6,9,UPI,0,5,7.1,0,2,No
CUST038900,31,Female,Ahmedabad,75,116,2294.95,250860.33,46,Credit Card,1,6,21.4,3,7,No
CUST038901,41,Female,Chennai,2,2,1191.25,2367.69,181,Debit Card,0,3,56.9,3,0,Yes
CUST038902,30,Male,Bangalore,35,102,793.57,94108.5,1,Debit Card,1,5,14.6,2,7,No
CUST038903,60,Female,Mumbai,84,182,5125.02,840367.41,14,Credit Card,1,10,58.6,4,19,No
CUST038904,35,Male,Ahmedabad,3,6,3081.33,17701.57,27,Credit Card,0,5,25.3,2,1,No
CUST038905,24,Male,Delhi,59,113,1923.15,189253.59,50,Credit Card,0,3,113.7,3,18,No
CUST038906,39,Male,Ahmedabad,2,3,1317.83,3855.97,28,Net Banking,1,3,11.0,1,0,Yes
CUST038907,44,Female,Delhi,11,11,3895.43,40870.57,30,Net Banking,0,7,28.9,1,2,No
CUST038908,37,Male,Bangalore,20,56,1087.69,66373.39,1,Net Banking,0,7,25.5,1,6,Yes
CUST038909,28,Male,Mumbai,6,11,3001.04,37481.3,49,Debit Card,0,10,59.4,2,1,No
CUST038910,50,Female,Bangalore,46,26,2613.44,68528.19,27,Credit Card,0,5,38.9,0,6,No
CUST038911,53,Female,Mumbai,14,8,2652.58,25022.55,14,Credit Card,1,4,47.1,3,0,Yes
CUST038912,18,Female,Hyderabad,26,74,2416.46,203844.7,49,Debit Card,1,7,38.0,1,5,No
CUST038913,27,Female,Chennai,9,24,6404.46,124977.79,49,UPI,1,9,7.2,1,2,No
CUST038914,36,Female,Mumbai,1,1,3955.35,3172.46,23,UPI,1,10,2.5,0,0,Yes
CUST038915,31,Female,Chennai,5,12,2980.66,40560.86,15,UPI,0,7,35.1,4,0,No
CUST038916,44,Female,Pune,39,80,2268.81,181827.83,26,Debit Card,0,10,65.5,2,10,No
CUST038917,60,Female,Bangalore,26,43,1896.72,87311.11,1,Credit Card,1,7,14.4,0,2,No
CUST038918,33,Male,Delhi,14,14,1751.7,28638.47,25,UPI,1,6,89.7,3,2,Yes
CUST038919,56,Female,Pune,58,135,512.43,61675.49,13,Debit Card,1,7,37.3,1,8,No
CUST038920,20,Female,Delhi,9,8,814.54,5592.3,1,UPI,1,7,17.9,1,2,Yes
CUST038921,43,Female,Chennai,25,61,3083.18,224967.44,80,UPI,0,3,14.9,4,13,No
CUST038922,30,Female,Delhi,12,14,1548.91,19346.88,8,Credit Card,1,2,10.8,1,0,No
CUST038923,43,Male,Delhi,19,12,2549.0,34201.98,80,Wallet,1,9,71.1,4,1,No
CUST038924,18,Female,Delhi,1,1,2923.18,2849.54,22,Credit Card,0,8,13.6,1,0,Yes
CUST038925,22,Male,Hyderabad,5,9,799.85,7662.45,98,Net Banking,0,7,9.2,2,3,No
CUST038926,43,Male,Kolkata,9,5,4456.26,25681.23,49,Debit Card,1,9,41.9,1,0,No
CUST038927,30,Female,Mumbai,20,25,4002.01,118134.91,20,Net Banking,1,4,59.9,0,1,No
CUST038928,34,Male,Delhi,9,10,2686.47,25753.34,37,Net Banking,1,9,41.2,3,0,No
CUST038929,60,Female,Pune,1,2,4044.13,6888.98,97,Net Banking,1,9,13.0,1,0,No
CUST038930,39,Female,Hyderabad,52,89,1928.8,200104.28,39,Credit Card,0,1,53.9,1,7,No
CUST038931,48,Female,Mumbai,17,37,1847.63,56637.85,64,Net Banking,1,3,16.1,2,1,Yes
CUST038932,28,Male,Bangalore,27,59,2778.09,158667.1,5,Wallet,1,4,0.2,2,3,No
CUST038933,21,Female,Kolkata,43,22,664.01,13405.73,91,Credit Card,0,3,2.7,3,2,No
CUST038934,37,Female,Chennai,14,26,1898.34,54539.15,41,Credit Card,1,6,98.3,1,0,Yes
CUST038935,20,Female,Pune,31,68,5012.9,274390.92,64,Credit Card,1,4,1.3,1,5,Yes
CUST038936,29,Male,Chennai,10,23,1410.59,36505.62,92,Debit Card,0,10,44.9,5,1,No
CUST038937,40,Female,Delhi,5,11,3189.65,33806.07,40,Credit Card,0,4,67.9,0,1,No
CUST038938,36,Female,Mumbai,84,244,1351.45,328305.59,45,UPI,0,7,31.7,2,23,Yes
CUST038939,42,Female,Hyderabad,22,65,1262.5,83316.68,7,UPI,1,7,4.5,1,3,No
CUST038940,45,Female,Mumbai,8,18,4188.11,75680.67,15,Wallet,1,3,14.6,3,2,No
CUST038941,23,Female,Delhi,26,13,1413.42,20360.25,5,Wallet,1,9,39.3,0,3,No
CUST038942,26,Male,Delhi,8,22,3485.61,79272.82,12,UPI,0,6,28.3,4,1,No
CUST038943,18,Female,Mumbai,84,185,3096.34,606039.3,10,Credit Card,1,8,36.6,1,5,No
CUST038944,33,Female,Chennai,17,49,8687.32,465909.11,35,Debit Card,0,5,46.6,1,5,Yes
CUST038945,46,Male,Ahmedabad,23,36,1050.68,33556.36,86,Net Banking,1,8,23.8,0,2,No
CUST038946,55,Female,Kolkata,24,52,889.02,53172.72,38,Credit Card,1,9,66.2,0,3,No
CUST038947,40,Female,Delhi,84,210,1383.64,345624.36,7,Debit Card,0,3,28.4,2,11,No
CUST038948,54,Female,Mumbai,20,47,3526.9,197578.27,7,UPI,1,6,17.1,2,7,No
CUST038949,42,Male,Pune,42,35,1465.82,58190.01,60,Credit Card,1,7,81.6,0,1,No
CUST038950,39,Male,Hyderabad,12,26,1242.22,26307.87,125,UPI,1,10,36.5,1,11,No
CUST038951,30,Female,Hyderabad,14,24,1805.52,41906.21,12,Debit Card,1,1,2.0,1,1,No
CUST038952,18,Female,Chennai,23,66,4384.21,240353.99,108,Debit Card,1,8,10.5,2,0,No
CUST038953,52,Female,Hyderabad,1,2,926.38,1971.51,3,Net Banking,0,5,1.2,1,0,No
CUST038954,37,Female,Chennai,7,12,668.91,7271.3,6,Credit Card,0,6,16.7,0,0,No
CUST038955,54,Female,Chennai,8,7,1693.45,9777.0,174,Credit Card,1,6,5.0,0,0,No
CUST038956,26,Female,Bangalore,10,26,2987.62,79619.96,1,UPI,1,8,27.8,0,1,No
CUST038957,67,Male,Pune,29,61,8305.99,460578.66,67,Credit Card,1,7,16.8,2,1,No
CUST038958,35,Male,Mumbai,10,25,2651.37,76825.54,64,Net Banking,0,9,8.4,2,1,Yes
CUST038959,29,Female,Kolkata,11,7,2093.71,15276.4,3,Debit Card,1,7,0.6,0,0,No
CUST038960,35,Female,Hyderabad,2,1,1608.7,1580.82,31,Debit Card,1,3,5.6,3,0,No
CUST038961,40,Female,Chennai,27,51,4094.3,215464.33,21,UPI,1,7,9.5,0,9,No
CUST038962,37,Female,Kolkata,51,65,5300.38,406221.08,58,Credit Card,1,9,1.8,1,7,No
CUST038963,31,Male,Hyderabad,14,30,1603.05,38558.71,17,UPI,1,5,54.3,3,2,No
CUST038964,18,Male,Delhi,31,91,1699.21,155791.78,21,Net Banking,1,4,51.4,1,14,No
CUST038965,28,Female,Pune,1,1,1920.32,2067.5,29,UPI,0,2,16.6,2,0,Yes
CUST038966,50,Male,Ahmedabad,16,17,3059.22,43767.58,4,Debit Card,0,6,115.7,1,1,No
CUST038967,27,Female,Delhi,29,17,899.59,14699.63,24,Debit Card,1,4,12.5,1,2,No
CUST038968,18,Male,Delhi,44,54,1757.16,82720.51,129,Debit Card,0,2,59.9,4,4,No
CUST038969,25,Female,Hyderabad,14,31,4638.51,171801.78,8,Debit Card,0,4,7.7,1,1,No
CUST038970,36,Male,Ahmedabad,16,20,2653.93,61396.55,46,Debit Card,0,8,12.8,2,2,No
CUST038971,28,Male,Delhi,1,2,1382.47,2398.61,1,Credit Card,0,7,20.4,1,0,No
CUST038972,34,Male,Delhi,3,5,3133.88,16485.54,21,Debit Card,1,6,30.3,1,0,No
CUST038973,28,Male,Mumbai,1,1,2873.84,2592.1,63,Credit Card,1,2,63.3,1,0,No
CUST038974,50,Female,Hyderabad,24,66,1142.16,62381.11,21,Credit Card,0,7,25.9,1,19,No
CUST038975,43,Female,Pune,5,10,1062.97,8808.77,70,UPI,1,6,9.7,0,0,Yes
CUST038976,64,Male,Delhi,1,1,1802.46,1909.16,41,UPI,0,1,49.8,2,0,No
CUST038977,33,Female,Kolkata,5,13,4502.39,58499.55,19,UPI,0,3,23.3,0,0,No
CUST038978,34,Male,Bangalore,9,24,1151.06,30743.33,11,Net Banking,1,8,21.4,1,0,Yes
CUST038979,52,Female,Delhi,2,4,952.24,4288.43,9,Debit Card,1,4,1.9,2,0,No
CUST038980,42,Female,Chennai,29,50,1471.94,79934.28,1,Debit Card,0,10,14.9,2,16,Yes
CUST038981,26,Male,Chennai,64,61,1714.98,93585.77,79,Net Banking,0,7,0.3,5,18,No
CUST038982,44,Male,Delhi,21,57,1569.42,99424.05,50,Debit Card,0,10,10.3,2,7,No
CUST038983,42,Female,Hyderabad,37,81,914.75,68705.86,200,UPI,0,5,39.5,1,7,No
CUST038984,18,Female,Pune,23,22,1064.02,23534.16,26,Debit Card,1,6,22.6,2,0,Yes
CUST038985,30,Female,Hyderabad,13,7,3316.83,22542.32,209,Wallet,1,6,32.8,1,0,No
CUST038986,40,Female,Bangalore,4,2,4030.76,6682.2,15,Wallet,1,10,7.9,2,0,No
CUST038987,55,Female,Pune,1,2,868.49,1845.48,51,UPI,1,7,46.9,3,0,No
CUST038988,46,Male,Hyderabad,6,9,918.8,7599.6,10,UPI,1,9,34.3,1,1,No
CUST038989,31,Female,Delhi,18,50,2799.49,158942.32,7,Debit Card,1,8,28.8,2,1,Yes
CUST038990,29,Female,Kolkata,5,2,3312.22,5844.54,18,Debit Card,0,8,2.3,0,0,No
CUST038991,47,Male,Mumbai,7,19,2086.65,46489.47,83,UPI,1,4,35.4,1,0,No
CUST038992,18,Female,Hyderabad,39,29,2803.05,96565.65,67,UPI,1,5,27.9,1,3,No
CUST038993,28,Male,Chennai,84,68,920.56,60778.08,83,UPI,0,6,26.9,2,8,No
CUST038994,54,Female,Hyderabad,7,7,1905.13,15832.14,86,UPI,1,6,19.6,1,0,No
CUST038995,41,Female,Chennai,8,4,3905.39,17956.23,8,Debit Card,0,7,8.5,0,0,No
CUST038996,28,Male,Ahmedabad,1,1,1734.33,2032.95,33,Credit Card,0,9,14.5,1,0,No
CUST038997,23,Female,Delhi,22,25,2123.27,54697.51,46,Net Banking,0,7,32.2,3,0,Yes
CUST038998,48,Male,Delhi,17,15,1415.0,20396.8,72,Debit Card,1,6,24.4,2,2,No
CUST038999,38,Male,Delhi,16,12,1553.48,15298.78,20,Wallet,0,3,32.1,2,0,No
CUST039000,35,Male,Bangalore,1,1,1024.31,1063.45,40,Credit Card,1,10,0.1,4,0,No
CUST039001,42,Female,Hyderabad,18,15,1063.94,15112.63,41,Net Banking,0,1,36.1,4,1,No
CUST039002,39,Male,Mumbai,10,13,1348.97,18052.47,66,UPI,1,8,44.1,1,0,No
CUST039003,39,Male,Kolkata,27,31,1304.88,37483.31,86,Net Banking,0,9,59.3,1,1,No
CUST039004,22,Male,Delhi,3,7,2273.29,17622.5,177,Net Banking,0,7,9.9,2,0,No
CUST039005,25,Male,Mumbai,3,7,1415.44,10793.7,17,Debit Card,1,4,14.8,2,0,No
CUST039006,46,Female,Kolkata,20,35,2505.0,73120.25,72,Debit Card,1,7,89.3,0,3,No
CUST039007,44,Female,Delhi,24,17,3129.04,60889.44,88,Debit Card,1,5,62.8,3,0,No
CUST039008,42,Male,Hyderabad,21,49,1631.96,79432.44,128,Debit Card,1,9,25.7,3,1,No
CUST039009,30,Male,Mumbai,22,32,1809.96,62059.93,2,Credit Card,0,6,36.4,1,1,No
CUST039010,47,Male,Chennai,84,155,2295.38,368174.24,27,Debit Card,0,10,4.2,2,22,No
CUST039011,33,Female,Delhi,43,37,1710.02,65813.86,43,UPI,1,4,5.1,2,5,Yes
CUST039012,53,Male,Delhi,21,40,1056.6,49858.04,33,UPI,0,6,39.0,4,0,No
CUST039013,29,Female,Mumbai,1,1,1991.39,2014.93,34,Credit Card,1,8,17.0,1,0,No
CUST039014,31,Female,Kolkata,9,13,2860.8,42569.68,2,Credit Card,0,10,13.1,3,1,No
CUST039015,36,Female,Kolkata,12,23,3362.1,67731.69,44,UPI,1,7,60.4,2,4,No
CUST039016,48,Female,Pune,21,45,652.27,34260.31,6,Net Banking,1,3,54.1,2,4,No
CUST039017,37,Male,Delhi,66,195,2096.48,376649.6,37,UPI,1,10,21.4,1,3,Yes
CUST039018,38,Male,Mumbai,29,76,1545.5,139226.94,10,UPI,1,2,62.2,3,11,Yes
CUST039019,33,Male,Delhi,25,13,605.03,7360.01,39,Credit Card,1,6,25.9,2,0,Yes
CUST039020,41,Male,Chennai,2,4,1704.26,7885.89,69,Credit Card,0,9,0.3,2,0,Yes
CUST039021,37,Female,Delhi,16,23,2696.01,53213.12,5,Debit Card,0,6,30.6,2,0,No
CUST039022,28,Female,Mumbai,21,21,1381.58,25600.9,7,Credit Card,0,6,49.5,0,3,No
